time,enrolled,available,waitlisted,total
2022-04-09T12:53:51,146,1,0,146
2022-04-09T13:11:09,146,1,0,146
2022-04-09T13:28:20,146,1,0,146
2022-04-09T13:43:18,146,1,0,146
2022-04-09T14:00:29,146,1,0,146
2022-04-09T14:17:40,146,1,0,146
2022-04-09T14:34:50,146,1,0,146
2022-04-09T14:52:01,146,1,0,146
2022-04-09T15:09:12,146,1,0,146
2022-04-09T15:26:23,146,1,0,146
2022-04-09T15:43:37,146,1,0,146
2022-04-09T16:00:48,146,1,0,146
2022-04-09T16:17:58,146,1,0,146
2022-04-09T16:35:09,146,1,0,146
2022-04-09T16:52:20,146,1,0,146
2022-04-09T17:09:31,146,1,0,146
2022-04-09T17:26:41,146,1,0,146
2022-04-09T17:43:52,146,1,0,146
2022-04-09T18:01:03,146,1,0,146
2022-04-09T18:18:18,146,1,0,146
2022-04-09T18:35:28,146,1,0,146
2022-04-09T18:52:39,146,1,0,146
2022-04-09T19:09:50,146,1,0,146
2022-04-09T19:27:01,146,1,0,146
2022-04-09T19:44:11,146,1,0,146
2022-04-09T20:01:22,146,1,0,146
2022-04-09T20:18:33,146,1,0,146
2022-04-09T20:35:50,146,1,0,146
2022-04-09T20:53:00,146,1,0,146
2022-04-09T21:10:12,146,1,0,146
2022-04-09T21:27:22,146,1,0,146
2022-04-09T21:44:33,146,1,0,146
2022-04-09T22:01:44,146,1,0,146
2022-04-09T22:18:54,146,1,0,146
2022-04-09T22:36:12,146,1,0,146
2022-04-09T22:53:22,146,1,0,146
2022-04-09T23:10:33,146,1,0,146
2022-04-09T23:27:44,146,1,0,146
2022-04-09T23:44:55,146,1,0,146
2022-04-10T00:02:05,146,1,0,146
2022-04-10T00:19:16,146,1,0,146
2022-04-10T00:36:27,146,1,0,146
2022-04-10T00:53:38,146,1,0,146
2022-04-10T01:10:48,146,1,0,146
2022-04-10T01:28:07,146,1,0,146
2022-04-10T01:45:18,146,1,0,146
2022-04-10T02:02:28,146,1,0,146
2022-04-10T02:19:39,146,1,0,146
2022-04-10T02:36:51,146,1,0,146
2022-04-10T02:54:02,146,1,0,146
2022-04-10T03:11:14,146,1,0,146
2022-04-10T03:28:32,146,1,0,146
2022-04-10T03:45:44,146,1,0,146
2022-04-10T04:04:24,146,1,0,146
2022-04-10T04:29:01,146,1,0,146
2022-04-10T04:46:13,146,1,0,146
2022-04-10T05:03:24,146,1,0,146
2022-04-10T05:20:36,146,1,0,146
2022-04-10T05:37:47,146,1,0,146
2022-04-10T05:54:59,146,1,0,146
2022-04-10T06:12:10,146,1,0,146
2022-04-10T06:29:31,146,1,0,146
2022-04-10T06:46:46,146,1,0,146
2022-04-10T07:03:57,146,1,0,146
2022-04-10T07:21:08,146,1,0,146
2022-04-10T07:38:18,146,1,0,146
2022-04-10T07:55:29,146,1,0,146
2022-04-10T08:12:40,146,1,0,146
2022-04-10T08:29:51,146,1,0,146
2022-04-10T08:47:18,146,1,0,146
2022-04-10T09:04:29,146,1,0,146
2022-04-10T09:21:41,146,1,0,146
2022-04-10T09:38:53,146,1,0,146
2022-04-10T09:56:05,146,1,0,146
2022-04-10T10:13:16,146,1,0,146
