time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total,enrolled_ct
1656674242988,COGS 9,A01,083615,Shannon; Kyle Michael,5,0,75,70
1656674249020,COGS 11,A01,083617,Boyle; Mary E. T.,17,0,48,31
1656674255057,COGS 13,A01,083071,Bastos; Amalia Pinkusfeld,6,0,71,65
1656674261095,COGS 14A,A01,092681,Semenuks; Arturs,0,3,100,100
1656674267126,COGS 14B,A01,083073,Cheng; Tzu-Han,3,0,63,60
1656674273161,COGS 17,A01,092677,Semenuks; Arturs,4,0,81,77
1656674279193,COGS 100,A01,083619,Allen; Michael Gordon,13,0,70,57
1656674285228,COGS 101A,A01,083621,Davis; Joshua Daniel,10,0,68,58
1656674291258,COGS 101B,A01,091572,Allen; Michael Gordon,3,0,65,62
1656674297304,COGS 101C,A01,083625,Delgado; Tania,17,0,35,18
1656674303340,COGS 107A,A01,083627,Boyle; Mary E. T.,11,0,60,49
1656674309373,COGS 118A,A01,083075,Gupta; Anjum,13,0,76,63
1656674315413,CSE 3,A50,083646,Miranda; Gregory Joseph,22,0,50,28
1656674321444,CSE 8A,A50,083650,Miranda; Gregory Joseph,16,1,56,40
1656674327473,CSE 11,A01,083080,Cao; Yingjun,2,17,40,38
1656674333510,CSE 12,A01,083652,Krause-Levy; Sophia Louisa,19,1,120,101
1656674339540,CSE 15L,A01,083654,Morris; Justin Loren,8,0,50,42
1656674339540,CSE 15L,A02,083655,Morris; Justin Loren,8,0,50,42
1656674345573,CSE 20,A01,083657,Tran; Khoa Dang,35,0,80,45
1656674351603,CSE 21,A01,095574,Bach; Quang Tran,21,0,48,27
1656674357636,CSE 30,A01,083084,Eldon; John,5,0,80,75
1656674357636,CSE 30,B01,095061,Bhaskar; Nishant,3,0,50,47
1656674363672,CSE 100,A01,083659,Cao; Yingjun,1,6,70,69
1656674369702,CSE 134B,A01,083661,Powell; Thomas Allan,17,0,100,83
1656674375735,CSE 140,A01,083663,Gungor; Onat,14,0,85,71
1656674381765,CSE 140L,A01,083088,Eldon; John,16,0,100,84
1656674387804,CSE 175,A01,083665,Kumar; Rakesh,3,0,25,22
1656674393831,CSE 190,A00,092507,Dubnov; Shlomo,5,0,20,15
1656674399868,ECE 45,A01,083139,Congero; Spencer William,5,0,75,70
1656674405902,ECE 65,A50,083695,Saad; Andrew S,12,0,30,18
1656674405902,ECE 65,A51,095125,Saad; Andrew S,25,0,26,1
1656674411932,ECE 109,A01,091882,Touri; Behrouz,11,0,70,59
1656674417970,ECE 180,A00,083140,Abi Samra; Nicholas Camill,1,0,30,29
1656674417970,ECE 180,B00,083141,Abi Samra; Nicholas Camill,0,0,30,30
1656674424001,MATH 10A,A01,083735,Patchell; Gregory David,0,0,30,30
1656674424001,MATH 10A,A02,083736,Patchell; Gregory David,20,0,30,10
1656674424001,MATH 10A,A03,083737,Patchell; Gregory David,16,0,30,14
1656674430054,MATH 10B,A01,083207,Lim; Seonhee,7,0,34,27
1656674430054,MATH 10B,A02,083208,Lim; Seonhee,9,0,35,26
1656674430054,MATH 10B,A03,093472,Lim; Seonhee,3,0,34,31
1656674430054,MATH 10B,B01,083739,Sinha; Shubham,9,0,30,21
1656674436104,MATH 18,A01,083743,Cinel; Cameron Alexander,6,0,30,24
1656674436104,MATH 18,A02,083744,Cinel; Cameron Alexander,14,0,30,16
1656674436104,MATH 18,A03,083745,Cinel; Cameron Alexander,8,0,30,22
1656674436104,MATH 18,B01,083748,Rideout; David Porter,2,0,37,35
1656674436104,MATH 18,B02,083749,Rideout; David Porter,2,0,36,34
1656674436104,MATH 18,B03,083750,Rideout; David Porter,1,0,37,36
1656674436104,MATH 18,B04,083751,Rideout; David Porter,4,0,36,32
1656674436104,MATH 18,B05,093473,Rideout; David Porter,4,0,36,32
1656674436104,MATH 18,B06,093474,Rideout; David Porter,4,0,36,32
1656674442141,MATH 20A,A01,083754,Zheng; Zequn,12,0,40,28
1656674448172,MATH 20B,A01,083756,Briones; Jor-el Thomas Caparas,1,1,36,35
1656674448172,MATH 20B,A02,083757,Briones; Jor-el Thomas Caparas,0,0,36,36
1656674448172,MATH 20B,A03,093475,Briones; Jor-el Thomas Caparas,2,0,36,34
1656674454212,MATH 20C,A01,083760,Briones; Jor-el Thomas Caparas,0,0,35,35
1656674454212,MATH 20C,A02,083761,Briones; Jor-el Thomas Caparas,9,0,35,26
1656674454212,MATH 20C,A03,093476,Briones; Jor-el Thomas Caparas,0,1,36,36
1656674454212,MATH 20C,B01,083762,Bach; Quang Tran,0,0,30,30
1656674460243,MATH 20D,A01,083765,Tran; Brian Kha,3,0,30,27
1656674460243,MATH 20D,A02,083766,Tran; Brian Kha,2,0,30,28
1656674460243,MATH 20D,A03,083767,Tran; Brian Kha,1,0,30,29
1656674466284,MATH 20E,A01,083771,Ganguly; Soumya,4,0,32,28
1656674466284,MATH 20E,A02,083772,Ganguly; Soumya,3,0,32,29
1656674466284,MATH 20E,B01,083773,Ciotti; Benjamin,18,0,35,17
1656674466284,MATH 20E,B02,083774,Ciotti; Benjamin,18,0,35,17
1656674472315,MATH 103A,A01,083777,Greenfeld; Be'Eri,2,0,36,34
1656674472315,MATH 103A,A02,083778,Greenfeld; Be'Eri,5,0,36,31
1656674472315,MATH 103A,A03,093561,Greenfeld; Be'Eri,4,0,36,32
1656674472315,MATH 103A,B01,083779,Greenfeld; Be'Eri,6,0,36,30
1656674472315,MATH 103A,B02,083780,Greenfeld; Be'Eri,1,0,36,35
1656674472315,MATH 103A,B03,093562,Greenfeld; Be'Eri,2,0,36,34
1656674483288,MATH 105,A01,085443,Carter; Anne Toulson,13,0,35,22
1656674483288,MATH 105,A02,093477,Carter; Anne Toulson,20,0,35,15
1656674489401,MATH 109,A01,083213,Ganzberger; Geoffrey Michael,0,0,34,34
1656674489401,MATH 109,A02,083214,Ganzberger; Geoffrey Michael,1,0,34,33
1656674489401,MATH 109,A03,093478,Ganzberger; Geoffrey Michael,2,0,34,32
1656674489401,MATH 109,B01,083215,Ganzberger; Geoffrey Michael,1,0,32,31
1656674489401,MATH 109,B02,083216,Ganzberger; Geoffrey Michael,2,0,32,30
1656674489401,MATH 109,B03,093479,Ganzberger; Geoffrey Michael,6,0,32,26
1656674503084,MATH 142A,A01,083219,Chow; Bennett,3,0,32,29
1656674503084,MATH 142A,A02,083220,Chow; Bennett,9,0,32,23
1656674503084,MATH 142A,A03,093480,Chow; Bennett,6,0,32,26
1656674503084,MATH 142A,B03,093481,Chow; Bennett,5,0,32,27
1656674503084,MATH 142A,B04,093558,Chow; Bennett,10,0,32,22
1656674503084,MATH 142A,B05,093559,Chow; Bennett,4,0,32,28
1656674509119,MATH 193A,A01,083224,Rotar; Vladimir,3,0,34,31
1656674509119,MATH 193A,A02,083225,Rotar; Vladimir,2,0,34,32
1656674509119,MATH 193A,A03,083781,Rotar; Vladimir,0,0,34,34
1656674509119,MATH 193A,A04,083782,Rotar; Vladimir,4,0,34,30
1656674509119,MATH 193A,A05,093482,Rotar; Vladimir,5,0,34,29
1656674522952,MATH 197,001,091859,McAuley; Julian John,9999,0,9999,0
1656674522952,MATH 197,002,095566,Kedlaya; Kiran S.,9997,0,9999,2
1656674522952,MATH 197,003,095567,Xiao; Ming,9999,0,9999,0
1656674522952,MATH 197,004,095571,Perols; Johan Lars,9998,0,9999,1
1656674530063,COGS 9,A01,083615,Shannon; Kyle Michael,5,0,75,70
1656674542840,COGS 11,A01,083617,Boyle; Mary E. T.,17,0,48,31
1656674548879,COGS 13,A01,083071,Bastos; Amalia Pinkusfeld,6,0,71,65
1656674562829,COGS 14A,A01,092681,Semenuks; Arturs,0,3,100,100
1656674568860,COGS 14B,A01,083073,Cheng; Tzu-Han,3,0,63,60
1656674582649,COGS 17,A01,092677,Semenuks; Arturs,4,0,81,77
1656674588680,COGS 100,A01,083619,Allen; Michael Gordon,13,0,70,57
1656674596750,COGS 101A,A01,083621,Davis; Joshua Daniel,10,0,68,58
1656674602792,COGS 101B,A01,091572,Allen; Michael Gordon,3,0,65,62
1656674608825,COGS 101C,A01,083625,Delgado; Tania,17,0,35,18
1656674614854,COGS 107A,A01,083627,Boyle; Mary E. T.,11,0,60,49
1656674620884,COGS 118A,A01,083075,Gupta; Anjum,13,0,76,63
1656674626923,CSE 3,A50,083646,Miranda; Gregory Joseph,22,0,50,28
1656674632959,CSE 8A,A50,083650,Miranda; Gregory Joseph,16,1,56,40
1656674638989,CSE 11,A01,083080,Cao; Yingjun,2,17,40,38
1656674645021,CSE 12,A01,083652,Krause-Levy; Sophia Louisa,19,1,120,101
1656674651059,CSE 15L,A01,083654,Morris; Justin Loren,8,0,50,42
1656674651059,CSE 15L,A02,083655,Morris; Justin Loren,8,0,50,42
1656674657103,CSE 20,A01,083657,Tran; Khoa Dang,35,0,80,45
1656674663133,CSE 21,A01,095574,Bach; Quang Tran,21,0,48,27
1656674669173,CSE 30,A01,083084,Eldon; John,5,0,80,75
1656674669173,CSE 30,B01,095061,Bhaskar; Nishant,3,0,50,47
1656674675209,CSE 100,A01,083659,Cao; Yingjun,1,6,70,69
1656674681240,CSE 134B,A01,083661,Powell; Thomas Allan,17,0,100,83
1656674687269,CSE 140,A01,083663,Gungor; Onat,14,0,85,71
1656674693307,CSE 140L,A01,083088,Eldon; John,16,0,100,84
1656674699343,CSE 175,A01,083665,Kumar; Rakesh,3,0,25,22
1656674705375,CSE 190,A00,092507,Dubnov; Shlomo,5,0,20,15
1656674711414,ECE 45,A01,083139,Congero; Spencer William,5,0,75,70
1656674717447,ECE 65,A50,083695,Saad; Andrew S,12,0,30,18
1656674717447,ECE 65,A51,095125,Saad; Andrew S,25,0,26,1
1656674723478,ECE 109,A01,091882,Touri; Behrouz,11,0,70,59
1656674729513,ECE 180,A00,083140,Abi Samra; Nicholas Camill,1,0,30,29
1656674729513,ECE 180,B00,083141,Abi Samra; Nicholas Camill,0,0,30,30
1656674735600,MATH 10A,A01,083735,Patchell; Gregory David,0,0,30,30
1656674735600,MATH 10A,A02,083736,Patchell; Gregory David,20,0,30,10
1656674735600,MATH 10A,A03,083737,Patchell; Gregory David,16,0,30,14
1656674741635,MATH 10B,A01,083207,Lim; Seonhee,7,0,34,27
1656674741635,MATH 10B,A02,083208,Lim; Seonhee,9,0,35,26
1656674741635,MATH 10B,A03,093472,Lim; Seonhee,3,0,34,31
1656674741635,MATH 10B,B01,083739,Sinha; Shubham,9,0,30,21
1656674747672,MATH 18,A01,083743,Cinel; Cameron Alexander,6,0,30,24
1656674747672,MATH 18,A02,083744,Cinel; Cameron Alexander,14,0,30,16
1656674747672,MATH 18,A03,083745,Cinel; Cameron Alexander,8,0,30,22
1656674747672,MATH 18,B01,083748,Rideout; David Porter,2,0,37,35
1656674747672,MATH 18,B02,083749,Rideout; David Porter,2,0,36,34
1656674747672,MATH 18,B03,083750,Rideout; David Porter,1,0,37,36
1656674747672,MATH 18,B04,083751,Rideout; David Porter,4,0,36,32
1656674747672,MATH 18,B05,093473,Rideout; David Porter,4,0,36,32
1656674747672,MATH 18,B06,093474,Rideout; David Porter,4,0,36,32
1656674753704,MATH 20A,A01,083754,Zheng; Zequn,12,0,40,28
1656674759743,MATH 20B,A01,083756,Briones; Jor-el Thomas Caparas,1,1,36,35
1656674759743,MATH 20B,A02,083757,Briones; Jor-el Thomas Caparas,0,0,36,36
1656674759743,MATH 20B,A03,093475,Briones; Jor-el Thomas Caparas,2,0,36,34
1656674765774,MATH 20C,A01,083760,Briones; Jor-el Thomas Caparas,0,0,35,35
