time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total,enrolled_ct
1657884376998,COGS 9,A01,083615,Shannon; Kyle Michael,10,0,75,65
1657884383025,COGS 11,A01,083617,Boyle; Mary E. T.,23,0,48,25
1657884389060,COGS 13,A01,083071,Bastos; Amalia Pinkusfeld,11,0,71,60
1657884395090,COGS 14A,A01,092681,Semenuks; Arturs,5,1,100,95
1657884401125,COGS 14B,A01,083073,Cheng; Tzu-Han,6,0,63,57
1657884407157,COGS 17,A01,092677,Semenuks; Arturs,6,0,81,75
1657884413190,COGS 100,A01,083619,Allen; Michael Gordon,17,0,70,53
1657884419223,COGS 101A,A01,083621,Davis; Joshua Daniel,9,0,68,59
1657884425250,COGS 101B,A01,091572,Allen; Michael Gordon,13,0,65,52
1657884431281,COGS 101C,A01,083625,Delgado; Tania,17,0,35,18
1657884437309,COGS 107A,A01,083627,Boyle; Mary E. T.,14,0,60,46
1657884443341,COGS 118A,A01,083075,Gupta; Anjum,21,0,76,55
1657884449377,CSE 3,A50,083646,Miranda; Gregory Joseph,24,0,50,26
1657884455404,CSE 8A,A50,083650,Miranda; Gregory Joseph,17,1,56,39
1657884461431,CSE 11,A01,083080,Cao; Yingjun,6,15,40,34
1657884467465,CSE 12,A01,083652,Krause-Levy; Sophia Louisa,30,1,120,90
1657884473494,CSE 15L,A01,083654,Morris; Justin Loren,9,0,50,41
1657884473494,CSE 15L,A02,083655,Morris; Justin Loren,10,0,50,40
1657884479523,CSE 20,A01,083657,Tran; Khoa Dang,39,0,80,41
1657884485560,CSE 21,A01,095574,Bach; Quang Tran,22,0,48,26
1657884491589,CSE 30,A01,083084,Eldon; John,6,0,80,74
1657884491589,CSE 30,B01,095061,Bhaskar; Nishant,9,0,50,41
1657884497624,CSE 100,A01,083659,Cao; Yingjun,5,4,70,65
1657884503655,CSE 134B,A01,083661,Powell; Thomas Allan,24,0,100,76
1657884509687,CSE 140,A01,083663,Gungor; Onat,15,0,85,70
1657884515715,CSE 140L,A01,083088,Eldon; John,23,0,100,77
1657884521748,CSE 175,A01,083665,Kumar; Rakesh,3,0,25,22
1657884527773,CSE 190,A00,092507,Dubnov; Shlomo,8,0,20,12
1657884533805,ECE 45,A01,083139,Congero; Spencer William,6,0,75,69
1657884539836,ECE 65,A50,083695,Saad; Andrew S,12,0,30,18
1657884539836,ECE 65,A51,095125,Saad; Andrew S,24,0,26,2
1657884545864,ECE 109,A01,091882,Touri; Behrouz,20,0,70,50
1657884551900,ECE 180,A00,083140,Abi Samra; Nicholas Camill,1,0,30,29
1657884551900,ECE 180,B00,083141,Abi Samra; Nicholas Camill,0,0,30,30
1657884557940,MATH 10A,A01,083735,Patchell; Gregory David,2,0,30,28
1657884557940,MATH 10A,A02,083736,Patchell; Gregory David,20,0,30,10
